Brand:,Model:,Trim / Edition:,Year of Manufacture:,Registration year:,Condition:,Transmission:,Body type:,Fuel type:,Engine capacity:,Kilometers run:,Price
Toyota,Hiace,Super GL Pkg Black,2019,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","61,400 km","3,800,000"
Toyota,Noah,GI Hybrid,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","39,541 km","3,500,000"
Toyota,Hiace,Dx,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","67,000 km","2,700,000"
Toyota,Aqua,Hybrid Push,2013,2019,Used,Automatic,SUV / 4x4,"CNG, Octane","1,500 cc","65,000 km","1,250,000"
Toyota,Hiace,Super GL Pkg Pearl,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","41,600 km","3,700,000"
Honda,Grace,EX Master Piece,2019,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","37,067 km","2,950,000"
Toyota,Fielder,X,2010,2015,Used,Automatic,Estate,"CNG, Octane","1,500 cc","73,481 km","1,650,000"
Toyota,Prius,A TOURING ZVW51,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","70,000 km","2,950,000"
Toyota,Harrier,PREMIUM,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","58,101 km","7,350,000"
Toyota,Esquire,GI-premium new shap,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","41,398 km","3,520,000"
Toyota,Other Model,Raize Z package,2021,,Reconditioned,Automatic,Hatchback,Hybrid,"1,200 cc","7,660 km","3,990,000"
Toyota,Hiace,5 Door GL,2012,2016,Used,Automatic,MPV,"CNG, Octane","2,000 cc","83,000 km","2,190,000"
Toyota,Corolla,",",1997,2003,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","150,000 km","510,000"
Nissan,Patrol,,1999,1999,Used,Manual,SUV / 4x4,"Petrol, LPG","4,200 cc","72,000 km","2,450,000"
Toyota,Fielder,G Push,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","66,000 km","2,450,000"
Toyota,Passo,!!!! DRIVE OCTANE!!!,2010,2015,Used,Automatic,Estate,Octane,"1,000 cc","36,852 km","895,000"
Toyota,Prius,S SAFETY PLUS Pearl,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","80,000 km","27,654,321"
Toyota,Prado,ইঞ্জিন টারর্বো,2014,,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","32,154 km","7,950,000"
Toyota,C-HR,G-LED Two Tone,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","40,238 km","3,300,000"
Toyota,Allion,G Plus,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","12,000 km","3,650,000"
Toyota,Premio,.,2014,2017,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","35,000 km","3,000,000"
Toyota,Celica,Sports 2zz Sunroof,2002,2022,Used,Automatic,Coupé/Sports,Octane,"1,800 cc","64,000 km","2,250,000"
Toyota,C-HR,G-LED 2 tone pearl,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","38,974 km","3,430,000"
Nissan,Sunny,,2004,2009,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","760,000 km","670,000"
Toyota,Hiace,Ambulance,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","53,474 km","2,520,000"
Toyota,Corolla,-X Full Fresh,2005,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","86,000 km","1,245,000"
Toyota,Land Cruiser,Prado,2014,2018,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","42,000 km","9,300,000"
Toyota,Noah,,2002,2007,Used,Automatic,MPV,"Octane, LPG","2,000 cc","170,645 km","1,700,000"
Toyota,Prius,S SAFETY PLUS,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","45,200 km","2,860,000"
Mitsubishi,Lancer,,2007,2007,Used,Automatic,Saloon,"Octane, LPG","1,584 cc","100,500 km","830,000"
Toyota,C-HR,Hybrid,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","45,633 km","3,000,000"
Toyota,Premio,FL,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","44,512 km","3,750,000"
Toyota,Harrier,PREMIUM,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","114,747 km","7,300,000"
Toyota,Prado,TX Ltd Sunroof,2017,2019,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","33,000 km","14,200,000"
Toyota,Prius,S Sefty plus,2019,,Reconditioned,Automatic,Hatchback,Hybrid,"1,800 cc","37,460 km","2,950,000"
Toyota,Prius,S Safety Plus,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","37,000 km","2,700,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","13,411 km","3,680,000"
Toyota,Voxy,ZX,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","49,854 km","3,400,000"
Nissan,X-Trail,Panoramic Sunroof,2020,2020,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","22,000 km","5,600,000"
Toyota,Prado,TX Ltd Sunroof,2015,2016,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","31,000 km","10,800,000"
Toyota,Probox,,2005,2008,Used,Automatic,Estate,"CNG, Octane","1,500 cc","123,000 km","630,000"
Toyota,Premio,F Ex Pkg.,2015,2017,Used,Automatic,Saloon,Octane,"1,500 cc","88,470 km","2,835,000"
Toyota,Prius,S Touring Selection,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","32,000 km","3,000,000"
Toyota,Corolla Cross,Z LEATHER PEARL,2021,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,500 cc","8,384 km","5,550,000"
Toyota,Hiace,Super GL,2018,,Reconditioned,Automatic,MPV,Petrol,"2,000 cc","56,827 km","3,700,000"
Toyota,Noah,G,2011,2016,Used,Automatic,MPV,"CNG, Octane","2,000 cc","84,000 km","2,280,000"
Toyota,Axio,G Package,2013,2019,Used,Automatic,Saloon,Octane,"1,500 cc","55,000 km","1,660,000"
Toyota,Noah,X 2003 2door power,2003,2006,Used,Automatic,Hatchback,"CNG, Octane","2,000 cc","110,000 km","1,150,000"
Toyota,Axio,X,2012,2016,Used,Automatic,Saloon,Octane,"1,500 cc","52,000 km","1,760,000"
Toyota,C-HR,G LED,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","41,200 km","3,270,000"
Toyota,Allion,A15 Push,2010,2016,Used,Automatic,Saloon,Octane,"1,500 cc","48,000 km","2,235,000"
Toyota,Esquire,Xi Hybrid,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","67,720 km","3,340,000"
Toyota,Hiace,GL - Dual A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","65,320 km","2,860,000"
Toyota,Premio,.,2004,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","80,000 km","1,350,000"
Toyota,Corolla Cross,Z LEATHER PEARL,2021,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","16,260 km","5,500,000"
Toyota,Axio,X HYB SILVER,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","76,871 km","2,420,000"
Toyota,Premio,.,2004,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","89,000 km","1,395,000"
Toyota,Hiace,.,2011,2018,Used,Automatic,MPV,"Petrol, CNG","2,000 cc","120,000 km","2,100,000"
Toyota,Premio,EX,2012,2017,Used,Automatic,Saloon,Octane,"1,500 cc","55,000 km","2,445,000"
Toyota,Premio,F EX  All MOST NEW,2016,2019,Used,Automatic,Saloon,Octane,"1,500 cc","29,229 km","3,495,000"
Toyota,Axio,X Non-Hybrid,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","72,803 km","2,420,000"
Nissan,X-Trail,7 Seater Sunroof,2020,2021,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","37,000 km","5,600,000"
Toyota,Carina,,1996,1996,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","45,000 km","630,000"
Toyota,Axio,G LIMITED HYBRID PKG,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","29,000 km","2,930,000"
Toyota,Axio,Toyota 2016 Axio,2016,2022,Used,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","70,103 km","1,350,000"
Toyota,Hiace,Super GL Key start,2018,,Reconditioned,Automatic,MPV,Hybrid,"2,000 cc","68,930 km","3,570,000"
Toyota,Yaris Cross,Z PACKAGE,2021,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,500 cc","33,000 km","4,170,000"
Toyota,Prius,S Touring Selection,2019,,Reconditioned,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","49,000 km","3,775,000"
Lexus,NX,300H.F.Spot.,2017,2018,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,500 cc","29,404 km","6,800,000"
Toyota,Axio,X Hybrid,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","73,965 km","2,280,000"
Toyota,Axio,X NON HYBRID,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","45,120 km","2,400,000"
Toyota,C-HR,G Turbo Sports Car,2017,2020,Used,Automatic,SUV / 4x4,Octane,"1,200 cc","53,000 km","3,340,000"
Toyota,Axio,LUXEL PKG,2016,2022,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","41,000 km","2,355,000"
Toyota,Fielder,X Edition New Shep,2017,2022,Used,Automatic,Estate,Octane,"1,500 cc","41,000 km","2,280,000"
Toyota,Noah,Si WXB Hybrid,2017,2022,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","81,000 km","3,550,000"
Toyota,Noah,X Hybrid,2014,2018,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","74,124 km","2,400,000"
Honda,Vezel,Z Package Hybrid,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","41,206 km","3,050,000"
Toyota,Other Model,Toyota 111 sedan car,1997,2001,Used,Automatic,Hatchback,"CNG, Octane","1,331 cc","230,000 km","465,000"
Toyota,Corolla,.,2003,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","270,000 km","950,000"
Toyota,Yaris Cross,Z Package,2021,,Reconditioned,Manual,SUV / 4x4,"Hybrid, Octane","1,800 cc","4,000 km","4,650,000"
Suzuki,Jimny,XL package,2018,,Reconditioned,Manual,SUV / 4x4,Octane,660 cc,"33,000 km","3,000,000"
Toyota,Hiace,GL ORIGINAL DUAL AC,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","61,213 km","2,830,000"
Toyota,Corolla Cross,Z Package,2021,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","2,000 km","5,730,000"
Honda,Vezel,S package,2014,2017,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","36,000 km","2,230,000"
Toyota,Noah,X,2003,2009,Used,Automatic,MPV,"CNG, Octane","2,000 cc","88,000 km","1,200,000"
Toyota,Axio,,2008,2011,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","90,000 km","1,225,000"
Toyota,Hiace,GL Dual a/c,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","68,230 km","2,850,000"
Toyota,Hiace,,2012,2018,Used,Automatic,Saloon,"Petrol, CNG","2,000 cc","95,000 km","2,100,000"
Toyota,Voxy,Zs Kirameki Pkg,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","44,649 km","3,400,000"
Toyota,Corolla,x,2005,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","98,000 km","1,150,000"
Toyota,Premio,FEX,2018,,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","6,530 km","4,000,000"
Toyota,Noah,SI 2Door Power,2012,2017,Used,Automatic,Hatchback,Octane,"2,000 cc","67,000 km","2,635,000"
Toyota,Axio,G Edition  Octane,2014,2017,Used,Automatic,Saloon,Octane,"1,500 cc","56,229 km","1,846,000"
Toyota,Hiace,SUPER GL DOOR POWER,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","40,120 km","3,800,000"
Toyota,Noah,x edition like new,2010,2015,Used,Automatic,MPV,"Petrol, CNG, Octane","2,000 cc","176,000 km","2,050,000"
Toyota,Corolla,X New Shape,2004,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","281,000 km","1,120,000"
Toyota,Premio,F EX  All MOST NEW,2017,2018,Used,Automatic,Saloon,Octane,"1,500 cc","42,370 km","3,505,000"
Toyota,Axio,.,2011,2017,Used,Manual,Saloon,"CNG, Octane","1,500 cc","107,987 km","1,530,000"
Toyota,Corolla,R,1998,2004,Used,Automatic,Saloon,"Petrol, Octane, LPG","1,500 cc","160,000 km","750,000"
Maruti Suzuki,Other Model,.,2005,2006,Used,Manual,Hatchback,"Petrol, CNG, Octane","1,000 cc","70,000 km","120,000"
Toyota,Fielder,G,2005,2010,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","95,000 km","1,150,000"
Toyota,Hiace,GL,2015,2021,Used,Automatic,MPV,"CNG, Octane","2,000 cc","82,113 km","1,820,000"
Toyota,Axio,Idle Stop & Octane,2017,2022,Used,Automatic,Saloon,Octane,"1,500 cc","36,480 km","2,355,000"
Honda,CR-V,,2012,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","62,000 km","2,750,000"
Toyota,Corolla,111 Crystal NewShape,2000,2005,Used,Automatic,Saloon,Octane,"1,331 cc","90,000 km","650,000"
Toyota,C-HR,G LED,2017,2021,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","55,000 km","3,150,000"
Nissan,Bluebird,G EDITION,2005,2008,Used,Automatic,Saloon,Octane,"1,500 cc","75,300 km","1,245,000"
Toyota,Axio,G EDITION,2013,2019,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","48,300 km","1,785,000"
Toyota,Vitz,VITZ,2005,2012,Used,Automatic,Hatchback,Octane,"1,000 cc","58,000 km","600,000"
Toyota,Premio,F-EX PKG READY STOCK,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","53,000 km","4,060,000"
Toyota,Premio,Bankers Driven,2012,2017,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","85,000 km","2,235,000"
Toyota,Axio,2012 Model,2012,2018,Used,Automatic,,"CNG, Octane","1,500 cc","68,000 km","1,590,000"
Toyota,Land Cruiser,Prado TX,2017,2018,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","23,177 km","13,800,000"
Toyota,C-HR,G-LED DHAKA READY,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,800 cc","40,000 km","3,420,000"
Toyota,Probox,.,2002,2007,Used,Automatic,Saloon,"CNG, Octane","1,300 cc","165,000 km","575,000"
Toyota,Axio,X HYB WHITE,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","71,137 km","2,400,000"
Mercedes-Benz,GLS-Class,"Gls450.Fully,Loaded.",2021,2022,Used,Automatic,SUV / 4x4,"Petrol, Octane","3,000 cc","14,000 km","28,800,000"
Toyota,Premio,F EX,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","8,778 km","4,560,000"
Toyota,Corona,করোনা প্রিমিও,1997,2002,Used,Automatic,Saloon,"CNG, Octane","1,580 cc","96,000 km","520,000"
Toyota,Land Cruiser,V8.JAPAN.VERSION.,2017,2018,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","41,600 km","27,300,000"
Toyota,RAV4,.,2005,2011,Used,Automatic,SUV / 4x4,"CNG, Octane","1,794 cc","35,000 km","1,750,000"
Toyota,Corolla,X,2005,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","125,000 km","1,140,000"
Toyota,Axio,X HB SILVER,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","70,730 km","2,400,000"
Toyota,C-HR,G-LED-TWO TONE=রেডি,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Electric","1,800 cc","25,105 km","3,350,000"
Toyota,Allion,,2014,2018,Used,Automatic,Saloon,Octane,"1,500 cc","38,000 km","2,470,000"
Toyota,Axio,X HYB WHITE,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","97,633 km","2,350,000"
Toyota,Noah,.,2014,2018,Used,Automatic,,"Hybrid, Octane","1,800 cc","90,000 km","2,400,000"
Nissan,X-Trail,white,2015,2019,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","45,000 km","2,880,000"
Toyota,Premio,F,2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","99,000 km","1,560,000"
Toyota,Noah,Esqure Hybrid,2014,2017,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","48,000 km","2,650,000"
Toyota,Axio,X HB SILVER,2017,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","112,508 km","2,180,000"
Range Rover,Other Model,Sports P400e,2019,2021,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","8,582 km","22,500,000"
Toyota,Allion,A15 TUSK WHITE,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","20,066 km","3,500,000"
Toyota,Allion,A15 CLASSIC SILVER,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","14,601 km","3,550,000"
Toyota,ist,Super Fresh,2004,2008,Used,Automatic,Hatchback,"CNG, Octane","1,300 cc","80,000 km","880,000"
Toyota,Fortuner,Over Fresh,2015,2021,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","32,000 km","7,400,000"
Toyota,Premio,FL,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","35,320 km","3,500,000"
Toyota,Allion,G-PLUS SAND PEARL,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","98,839 km","3,600,000"
Toyota,Wagon 100,,1999,2004,Used,Automatic,Estate,"CNG, Octane","1,331 cc","35,926 km","420,000"
Toyota,Noah,-SI Full Fresh,2018,2021,Used,Automatic,MPV,"Octane, LPG","2,000 cc","43,000 km","3,975,000"
Toyota,C-HR,G-LED,2017,,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","45,137 km","3,245,000"
Toyota,Corolla,corrolla 111,2000,2004,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","91,860 km","565,000"
Toyota,Axio,Hybrid X,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","88,000 km","2,300,000"
Toyota,Hiace,KDS-Diesel,2011,2017,Used,Automatic,MPV,Diesel,"3,000 cc","80,000 km","1,690,000"
Toyota,Noah,SI 2Door Power,2012,2017,Used,Automatic,Hatchback,Octane,"2,000 cc","67,000 km","2,635,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","13,411 km","3,680,000"
Toyota,Harrier,Advance premium,2013,2016,Used,Automatic,,Octane,"2,000 cc","47,000 km","4,550,000"
Honda,Grace,EX pkg,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","48,596 km","3,150,000"
Toyota,Crown,G Executive,2019,2022,Used,Automatic,Saloon,"Petrol, Octane","2,500 cc","28,773 km","10,500,000"
Toyota,Prius,S-Touring,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,800 cc","43,435 km","3,000,000"
Toyota,C-HR,S LED HYBRID PACKAGE,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","29,000 km","3,280,000"
Toyota,Noah,X-Edition,2004,2009,Used,Automatic,MPV,"CNG, Octane","2,000 cc","71,530 km","1,495,000"
Toyota,Esquire,GI Premium,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","47,318 km","3,750,000"
Toyota,Axio,silver color,2015,2020,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","37,000 km","1,850,000"
Toyota,Noah,X-Edition,2007,2010,Used,Automatic,MPV,"CNG, Octane","2,000 cc","68,521 km","1,695,000"
Toyota,Premio,G-Edition,2008,2011,Used,Other transmission,Saloon,"CNG, Octane","1,500 cc","57,861 km","1,995,000"
Mitsubishi,Lancer,,2005,2005,Used,Manual,Saloon,Octane,"1,300 cc","62,690 km","670,000"
Kia,Sportage,Hard Jeep,2005,2005,Used,Automatic,Hatchback,"Octane, LPG","1,800 cc","165,900 km","930,000"
Toyota,Allion,A-15,2010,2015,Used,Other transmission,Saloon,"CNG, Octane","1,500 cc","65,321 km","2,150,000"
Toyota,Axio,X LTD,2012,2017,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","65,000 km","1,595,000"
Toyota,Axio,Full Fresh,2010,2016,Used,Other transmission,Estate,"CNG, Octane","1,500 cc","69,851 km","1,560,000"
Toyota,Hiace,Super GL  perl,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","58,245 km","3,600,000"
Toyota,Fielder,WXB HV 4.5PT/28000km,2018,,Reconditioned,Automatic,Estate,Hybrid,"1,500 cc","28,000 km","2,970,000"
Toyota,Corolla,,2000,2000,Used,Automatic,Saloon,"CNG, Octane","1,300 cc","100,000 km","520,000"
Toyota,Corolla,X-Edition,2004,2008,Used,Other transmission,Saloon,"CNG, Octane","1,500 cc","68,541 km","1,350,000"
Toyota,Noah,X Smart,2012,2018,Used,Automatic,MPV,"CNG, Octane","2,000 cc","55,000 km","2,350,000"
Toyota,Premio,F-EX black,2019,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","23,563 km","4,300,000"
Toyota,Noah,Si WXB,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","31,623 km","3,250,000"
Toyota,C-HR,G-LED,2019,,Reconditioned,Automatic,,Hybrid,"1,800 cc","33,870 km","3,900,000"
Toyota,Axio,X-Edition,2014,2019,Used,Automatic,Estate,Octane,"1,500 cc","47,521 km","1,965,000"
Nissan,X-Trail,20x win,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"2,000 cc","38,947 km","4,500,000"
Toyota,Fielder,X Fielder .,2006,2009,Used,Automatic,,"CNG, Octane","1,500 cc","150,000 km","1,210,000"
Toyota,Prius,S TOURING,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,800 cc","46,509 km","3,330,000"
Toyota,Allion,,2014,2019,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","51,000 km","2,430,000"
Toyota,Corolla Cross,Z LEATHER,2020,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","1,800 cc","26,342 km","6,000,000"
Toyota,Land Cruiser,PRADO TX,2005,2006,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","65,000 km","4,050,000"
Toyota,Carina,.,1992,1998,Reconditioned,Automatic,Saloon,"Octane, LPG","1,800 cc","100,000 km","190,000"
Nissan,Sunny,,2008,2008,Used,Automatic,Saloon,Octane,"1,300 cc","68,003 km","780,000"
Toyota,Noah,X Smart,2011,2014,Used,Automatic,MPV,"CNG, Octane","2,000 cc","81,272 km","2,180,000"
Mazda,Axela,,2005,2010,Used,Automatic,Saloon,Octane,"1,500 cc","62,027 km","1,070,000"
Toyota,Succeed,UL,2003,2007,Used,Automatic,Estate,"CNG, Octane","1,500 cc","75,000 km","710,000"
Toyota,Raum,HI Great,2010,2015,Used,Automatic,Estate,Octane,"1,500 cc","57,950 km","1,350,000"
Mitsubishi,Lancer,EX,2010,2011,Used,Automatic,Saloon,Octane,"1,500 cc","46,779 km","1,640,000"
Toyota,Premio,EX-pkg,2014,2015,Used,Automatic,Saloon,Octane,"1,500 cc","58,297 km","2,650,000"
Toyota,Vista,GLI,2011,2016,Used,Automatic,Saloon,Octane,"1,320 cc","88,970 km","1,390,000"
Toyota,Probox,.,2004,2008,Used,Manual,Hatchback,"CNG, Octane","1,500 cc","68,531 km","770,000"
Hyundai,Accent,Blue,2018,2018,Used,Automatic,Saloon,Petrol,"1,400 cc","52,820 km","1,710,000"
Toyota,Allion,G PLUS CLASIC SILVER,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","24,485 km","3,600,000"
Toyota,Axio,Full Fresh,2010,2015,Used,Other transmission,Estate,"CNG, Octane","1,500 cc","65,431 km","1,585,000"
Toyota,Supra,.,1996,2000,Reconditioned,Automatic,MPV,Diesel,800 cc,"90,000 km","170,000"
Nissan,Bluebird,SYLPHY.OCTANE.,2006,2011,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","76,000 km","1,170,000"
Toyota,Vitz,,2011,2018,Used,Automatic,Hatchback,Octane,"1,300 cc","54,000 km","1,210,000"
Toyota,Premio,F EX,2016,2020,Used,Automatic,Saloon,Octane,"1,500 cc","34,100 km","3,275,000"
Honda,Grace,Pearl LX,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,500 cc","97,987 km","2,850,000"
Mazda,Axela,S Pro Active,2018,2022,Used,Automatic,Saloon,Octane,"1,500 cc","19,000 km","2,750,000"
Toyota,Hilux,double cabin pikup,2007,2007,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","85,000 km","2,250,000"
Toyota,Fielder,Pearl,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,500 cc","90,694 km","2,750,000"
Toyota,Yaris Cross,Z Pkg,2020,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","1,500 cc","27,453 km","4,400,000"
Hyundai,Tucson,1.6T,2021,2022,Used,Automatic,SUV / 4x4,Octane,"1,600 cc","7,892 km","5,350,000"
Toyota,Harrier,.,2018,2023,Used,Automatic,SUV / 4x4,Octane,"1,993 cc","40,000 km","7,300,000"
Toyota,Yaris,family used car,2006,2006,Used,Automatic,Saloon,"CNG, Octane","1,300 cc","69,000 km","875,000"
Mitsubishi,Lancer,Ex,2010,2010,Used,Automatic,Saloon,Octane,"1,500 cc","45,000 km","1,455,000"
Toyota,Aqua,G Package,2013,2019,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","72,300 km","1,225,000"
Toyota,Corolla Cross,Z Hybrid,2021,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","13,745 km","5,250,000"
Toyota,Fielder,X HYBRID,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Octane","1,500 cc","65,000 km","2,050,000"
Toyota,Axio,family used car,2011,2017,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","62,000 km","1,535,000"
Toyota,Axio,CR 35,2010,2014,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","69,000 km","1,470,000"
Toyota,Other Model,will VS,2002,2006,Used,Automatic,Hatchback,Octane,"1,500 cc","135,000 km","1,333,000"
Toyota,Prado,.,2000,2000,Used,Automatic,SUV / 4x4,Diesel,"2,700 cc","180,000 km","1,950,000"
Toyota,Sienta,G Black,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,500 cc","48,832 km","2,700,000"
Toyota,Hiace,DX Sil,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","59,584 km","2,800,000"
Toyota,Esquire,GI Perl,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","49,583 km","3,600,000"
